,url,Position,Company,Location,Job_Description
425,https://www.glassdoor.co.in/partner/jobListing.htm?pos=118&ao=4323&s=58&guid=000001713fd86507a605972aad041f59&src=GD_JOB_AD&t=SR&extid=1&exst=&ist=L&ast=L&vt=w&slr=true&cs=1_a4b58242&cb=1585914078635&jobListingId=3516802927,Cloud Data Engineer,Rapyder Cloud Solutions Pvt Ltd, – Bengaluru,"Responsibilities:


The Cloud Data group runs datainfrastructure in the PlayStation Network cloud. You will assist the team in
California in their efforts to keep this infrastructure up-to-date, running
efficiently and securely. In time, you will be asked to be part of the on-call
staff, able resolve issues as they arise in the network, available 24x7.

You will be hands-on with the
operational work relating to Datastax Cassandra, Aerospike, Couchbase, and
Apache Solr, as well as custom infrastructure, probably using Ansible to help
drive your work.

The work involves things like:
redeploying data layer nodes to take advantage of security updates (without
taking a downtime); dealing with node replacement due to pending retirement or
hardware failure; and running validation suites to ensure our deployments are
consistently running with our latest style.

In time, help to produce the
automation that results in the most stable platform deliverable.

Qualifications:


Bachelors Degree in Computer
Science or Computer Engineering

4+ yrs Experience with AWS core
services (EC2, VPC, Subnets, and Security Groups)

Skills in both Ruby and Python;
Golang helpful.

Real passion for infrastructure
and the plumbing behind applications

Experience with NoSQL-style
document stores (Cassandra; Aerospike; Couchbase; their AWS equivalents; or
similar)

Experience with collaborative
workspaces like GitHub

Knowledge of Linux and the typical
command line tools found on a Linux system

Note : Candidate should be ready to work on
rotational shift"
426,https://www.glassdoor.co.in/partner/jobListing.htm?pos=124&ao=437149&s=58&guid=000001713fd86507a605972aad041f59&src=GD_JOB_AD&t=SR&extid=1&exst=&ist=L&ast=L&vt=w&slr=true&cs=1_8d429c39&cb=1585914078640&jobListingId=3545476384,"SDE- III, Data Engineer- Glance",InMobi, – Bengaluru,"Who are we and What do we do?

Glance – An InMobi Group Company:
Glance is an AI-first Screen Zero content discovery platform, and it's scaled massively in the last few months to one of the largest platforms in India. Glance is a lock-screen first mobile content platform set up within InMobi. The average mobile phone user unlocks her phone >150 times a day. Glance aims to be there, providing visually rich, easy to consume content to entertain and inform mobile users - one unlock at a time. Glance is live on more than 80 millions of mobile phones in India already, and we are only getting started on this journey! We are now into phase 2 of the Glance story - we are going global!

Roposo is part of the Glance family. It is a short video entertainment platform. All the videos created here are user generated (via upload or Roposo creation tools in camera) and there are many communities creating these videos on various themes we call channels. Around 4 million videos are created every month on Roposo and power Roposo channels, some of the channels are - HaHa TV (for comedy videos), News, Beats (for singing/ dance performances) along with a For You (personalized for a user) and Your Feed (for videos of people a user follows).

What's the Glance family like?

Consistently featured among the ""Great Places to Work"" in India since 2017, our culture is our true north, enabling us to think big, solve complex challenges and grow with new opportunities. Glanciers are passionate and driven, creative and fun-loving, take ownership and are results-focused. We invite you to free yourself, dream big and chase your passion.

What can we promise?

We offer an opportunity to have an immediate impact on the company and our products. The work that you shall do will be mission critical for Glance and will be critical for optimizing tech operations, working with highly capable and ambitious peer groups. At Glance, you get food for your body, soul, and mind with daily meals, gym, and yoga classes, cutting-edge training and tools, cocktails at drink cart Thursdays and fun at work on Funky Fridays. We even promise to let you bring your kids and pets to work.

What will you be doing?
Designing, developing, constructing, installing, testing and maintaining the complete data management & processing systems.
Building highly scalable, robust, fault-tolerant, & secure user data platform adhering to data protection laws.
Taking care of the complete ETL (Extract, Transform & Load) process.
Ensuring architecture is planned in such a way that it meets all the business requirements.
Exploring new ways of using existing data, to provide more insights out of it.
Proposing ways to improve data quality, reliability & efficiency of the whole system.
Creating data models to reduce system complexity and hence increase efficiency & reduce cost.
Introducing new data management tools & technologies into the existing system to make it more efficient.
Setting up monitoring and alarming on data pipeline jobs to detect failures and anomalies
What do we expect from you?
BS/MS in Computer Science or equivalent experience
5 years of recent experience in Big Data Engineering.
Good experience in working with Hadoop and Big Data technologies like HDFS, Pig, Hive, Zookeeper, Storm, Spark, Airflow and NoSQL systems
Excellent programming and debugging skills in Java or Python.
Apache spark, python, hands on experience in deploying ML models
Has worked on streaming and realtime pipelines
Experience with Apache Kafka or has worked with any of Spark Streaming, Flume or Storm
Why Join Us?

You will contribute to creating disruptive and innovative consumer experiences using technology. We value autonomy, collaboration, technical innovation and results-oriented thinking. Glance's culture is all about rewarding excellence so there are fantastic opportunities for the right candidates!"
427,https://www.glassdoor.co.in/partner/jobListing.htm?pos=201&ao=437149&s=58&guid=000001713fd8acc991222348fe2e9729&src=GD_JOB_AD&t=SR&extid=1&exst=&ist=L&ast=L&vt=w&slr=true&cs=1_341c1031&cb=1585914096999&jobListingId=3545660023,Senior Software Engineer/Lead Data Engineer,Photon, – Chennai,"Senior Software Engineer/Lead Data Engineer - (006961)
Description

Vertica DBA

Qualifications

B.E/B.Tech Or Equivalent

Primary Location: IN-TN-Chennai
Job: Development
Organization: Unit-10-DLFBLK5-Chennai
Schedule: Regular
Shift: Standard
Employee Status: Team Leader
Job Type: Full-time
Job Level: Day Job
Travel: Yes, 15 % of the Time
Job Posting: Apr 2, 2020, 7:00:05 AM"
428,https://www.glassdoor.co.in/partner/jobListing.htm?pos=105&ao=453823&s=58&guid=000001713fd86507a605972aad041f59&src=GD_JOB_AD&t=SR&extid=1&exst=&ist=L&ast=L&vt=w&slr=true&cs=1_082cb104&cb=1585914078624&jobListingId=3546220343,Data Engineer,SNC-Lavalin, – Gurgaon,"Job Description


Atkins, member of SNC Lavalin is one of the worlds’ leading engineering design Consultancies. We have the breadth and depth of expertise to respond to the most technically challenging and time critical infrastructure projects.

As a provider of multi-disciplinary technical services to the built environment, Atkins Transport Planning are committed to planning, enabling and designing excellence in the delivery of first-class solutions which combines innovation, imagination and best practices.

Consultancy Practice of the Transportation Division of Atkins in India supports Atkins’ various overseas operations, including those located in the India, UK, Europe, Middle East and North America.

Covid -19 Update for India

We’re committed to our vision of People. Drive. Success!

This implies that our Recruitment team would still be actively involved in the hiring and would contact the deserving candidates, once we start proceeding towards normalcy.

The below mentioned jobs, are open to those who wish to take up new assignments, once the pandemic subsides as we pave way for more futuristic openings, spanning our various disciplines/departments.

The applicants are requested to apply to only one relevant job posting as this would enable the recruiters to screen the applications, comprehensively and then get in touch with them.

Purpose of the Role:

This role is for a Lead Data Engineer to join our Analytics and Artificial Intelligence team.

Analytics and Artificial Intelligence team create state of art machine learning models to help business deliver high value, smart and market differentiating engineering products and services.

The focus of our team is innovative algorithms and models that make intelligent, automated, decisions in real time to make engineering process better, faster and accurate. To achieve that we collaborate with the engineering, sales, commercial and technology teams.
You will be responsible to understand the client requirement and architect robust data platform on multiple cloud technologies.
You will be responsible for creating reusable and scalable data pipelines
You will be responsible for development and deployment of new data platforms
You will be responsible for using Cloud data services for development of Big Data Platforms
You will be responsible for creating reusable components for rapid development of data platform
You will be responsible for deploying AI algorithms in to the data platform to run predictive analytics at scale.
You will be responsible to provide the essential support to the application team who is responsible for the products user journey.
Work closely with the Product Owners and stake holders to design the Technical Architecture for data platform to meet the requirements of the proposed solution.
Work with the leadership to set the standards for software engineering practices within the machine learning engineering team and support across other disciplines
Play an active role in leading team meetings and workshops with clients.
Choose and use the right analytical libraries, programming languages, and frameworks for each task.
Help the Data Engineering team produce high-quality code that allows us to put solutions into production
Refactor code into reusable libraries, APIs, and tools.
Help us to shape the next generation of our products.
Experience Required:

Essential:
3-5 years of experience in Data Warehousing with Big Data or Cloud
Graduate degree educated in computer science or a relevant subject
Good software engineering principals
Knowledge of Big Data technologies, such as Spark, Hadoop/MapReduce is desirable but not essential
Strong coding skills in Python.
Deep knowledge of testing frameworks and libraries
Working knowledge of the pros, cons and usages of various ML/DL applications (such as Keras, Tensorflow, Python scikit learn and R)
Experience of working in Agile delivery
Good knowledge of database management languages e.g. SQL, PostgreSQL.
Desirable:
Contribution to industry/open source communities.
Knowledge and practical experience of cloud-based platforms and their ML/DL offerings (such as Google GCP, AWS, and Azure) would be advantageous
Understanding of infrastructure (including hosting, container-based deployments and storage architectures) would be advantageous.
At SNC-Lavalin, we seek to hire individuals with diverse characteristics, backgrounds and perspectives. We strongly believe that world-class talent makes no distinctions based on gender, ethnic or national origin, sexual identity and orientation, age, religion or disability, but enriches itself through these differences.

The successful candidate will need to:
Be highly self-motivated and ambitious
Be able to work with limited supervision
Be able to adapt to different cultures and working environments to build rapport with customers
Be able to build excellent working relationships with colleagues and clients
Have experience of using written and spoken English within a business environment
Knowledge in French would be an advantage.
Training:

Atkins develops individuals through a portfolio of training and development courses designed to help you make the best of your abilities and talents. We are an accredited Investor in People and run a Continuous Development Programme.

We in Atkins believe that people matter the most and this belief of ours has led to instilling a culture that embraces people irrespective of their race, colour, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status.

In today’s global market, diverse groups make better decisions and that better decisions lead to better business results, as such Atkins proactively recruiting and onboarding candidates from a diverse and talented applicant pool.

https://careers.snclavalin.com/covid-19-update-for-india

#atkinsIndiaRecruitment

Worker Type
Employee
Job Type
Regular

At SNC-Lavalin, we seek to hire individuals with diverse characteristics, backgrounds and perspectives. We strongly believe that world-class talent makes no distinctions based on gender, ethnic or national origin, sexual identity and orientation, age, religion or disability, but enriches itself through these differences.

SNC-Lavalin cares about your privacy. SNC-Lavalin and other subsidiary or affiliated companies of SNC-Lavalin (referred to throughout as “SNC-Lavalin”) are committed to protecting your privacy. Please consult our Privacy Notice on our Careers site to know more about how we collect, use and transfer your Personal Data.

By submitting your personal information to SNC-Lavalin, you confirm that you have read and accept our Privacy Notice."
429,https://www.glassdoor.co.in/partner/jobListing.htm?pos=114&ao=437149&s=58&guid=000001713fd86507a605972aad041f59&src=GD_JOB_AD&t=SR&extid=1&exst=&ist=L&ast=L&vt=w&slr=true&cs=1_2c3b6f1c&cb=1585914078632&jobListingId=3331219432,Senior Data Engineer,Menlo Technologies, – Hyderabad,"Minimum of Bachelor’s degree in Computer Science, Math or Engineering, or comparable work-related experience
6+ years of work experience with AWS and/or GCP services.
5+ years of experience with Python or Java or Scala.
5+ years’ experience with SQL
2+ years of Unix/Linux background including shell-scripting
Experience working with relational databases (PostgreSQL, MYSQL, Cloud SQL)
Managed services experience such as AWS Lambda, Google Functions, Cloud Pub/Sub, etc
Experience with Big Query or Snowflake or other data warehouses
Experience with version control systems (git, hg, svn), be very comfortable with branching and merging
Familiarity with one or more BI reporting platforms (knowledge of Tableau is a plus)
Familiarity with NoSQL concepts and platforms (Hadoop, Spark, Scala, Hbase)
Outstanding programming and debugging skills
Familiarity with Build Management, Continuous Integration, and Automated Testing (Jenkins).

Preferred:
Snowflake Data Warehouse experience
6+ years of experience with Java or Python.
3+ years of UNIX/Linux background including shell-scripting
DevOps skills a big plus
Advanced degree (Masters) in Computer Science, Math or Engineering"
430,https://www.glassdoor.co.in/partner/jobListing.htm?pos=127&ao=437149&s=58&guid=000001713fd86507a605972aad041f59&src=GD_JOB_AD&t=SR&extid=1&exst=&ist=L&ast=L&vt=w&slr=true&cs=1_1f9058da&cb=1585914078642&jobListingId=3545475381,Data Engineer Specialist - [Big Data],Telstra, – Karnataka,"At Telstra, we have a clear purpose: to build a connected future so everyone can thrive. We believe it’s people who give purpose to our technology. So we are committed to staying close to our customers and providing them the best experience. And delivering the best technology.

This is where YOU come in, by playing your part in helping our customers connect: faster, better and smarter.

Who we are?

Telstra is Australia's leading telecommunications and technology company with a rich heritage that’s been built over 100 years. From our humble beginnings in the Postmaster General’s Office to the global business we are today our people have been at the forefront of technology innovation. More recently, we have the largest Internet of Things network in Australia and are leading the way in 5G. And this is just the beginning of what we’re hoping to achieve together.

We offer a full range of services and compete in all telecommunications markets throughout Australia and are the most well-known brand in technology and communications industry.

We have operations in more than 20 countries, including in India where we’ve opened an Innovation and Capability Centre (ICC) in Bangalore, and have a presence in Pune and Hyderabad. In India, we’ve set out to build a platform for innovative delivery and engagement that will strengthen our position as an industry leader. We’re combining innovation, automation and technology to solve the world’s biggest technological challenges in areas such as Internet of Things (IoT), 5G, Artificial Intelligence (AI), Machine Learning, and more.

About the role:
This role is cross-functionally focused, critical to the success of BI projects, and requires engagement with Telstra Internal and external clients/vendors to build development capability to enable the Agile teams increase functional outputs in a structured and predictable manner.

To provide and lead specialist analysis, design, development, deployment and maintenance of cloud-native data solutions, including developing technology roadmaps and making technology investment recommendations, having due regard for how this technology inter-works with other technologies, to deliver products and application infrastructure to defined service level standards.

Work with development teams to continually improve the agile processes and capabilities of the BIE Delivery teams.

To be successful in the role, you’ll.

Software engineering experience building applications using BigData technologies (Hadoop (prefer Cloudera), Kafka, Flume, Spark Streaming, Spark, HBase, Kudu, Hive, Spark SQL, Parquet, Impala, etc), Data Bricks, Data Factory, SQL DW, Power BI, Azure Analysis Services (alternate: SQL Server Analysis Services) within the BIE Delivery team to facilitate the successful delivery of EDW/BI Development initiatives to meet business needs
Strong SQL, data-warehousing, data-modelling and BI skills
Provide SME support to the various development teams of utilising Big Data, Cloud (Azure preferred) and CI/CD technologies and concepts
Development of technology guidelines and standards in the design and deployment of technology.
Translation of business requirements to deliver software applications into realisable products, services, or systems in a timely, high quality and cost effective way
Elicit and comprehend business context & needs from end users, development engineers and subject matter experts, converting requirements into User stories and Features with testable acceptance criteria
Development, deployment, and improve specific software application elements technologies and their interaction with Telstra processes and systems to deliver products and services to customer business units
Be an active participant across the entire group including active participation in relevant chapters (communities of practice)
Participate to the deepening maturity of process and practices
HSE Responsibility: Take reasonable care for your own safety and the safety of others, comply with and implement any reasonable Telstra HSE instruction, policy, standard, minimum requirement or procedure, and support Telstra to meet its duties under the relevant safety and environmental legislation.
Must comply with Telstra Business Principles, Telstra Values, Telstra Code of Conduct and Telstra's policies and procedures

Key Accountability Metrics

On-time and on-budget delivery of BI capability use-cases for BU customers
Delivery of operational solutions on the BIE applications

Key Decision Rights

Solution definition, effort estimation and delivery-planning of use-case delivery

Qualification –

Essential -

8 or more years of professional experience
Extensive professional IT experience in the areas of: Data application and platform development, solution delivery, business intelligence, data warehousing, and information management
Experience in Hadoop ( Prefer Cloudera), Kafka, Flume, Spark Streaming, Spark, HBase, Kudu, Hive, Spark SQL, Impala, Parquet,
Experience engineering outcomes utilising cloud-native tools like Data Bricks, Data Factory, ADLS, Analysis Services, Power BI and on large Data Warehousing platforms (SQLDW/Teradata/S3/Big Query/Snowflake)
Experience developing on the Azure Cloud, especially with SQLDW
Exceptional SQL skills
Demonstrated experience in Lean, HCD, Scrum, Kanban & XP
Engage and develop relationships with key partners and stakeholders to clearly understand the specific business &/or technology challenges, initiatives, and questions to be answered
Experience working within an agile development environment.
Ability to work in a dynamic/fast paced environment

High desirable –

Demonstrated experience in Scrum & XP
A demonstrated understanding of BI best practices, relational structures, dimensional data modelling, structured query language (SQL) skills, data warehouse and reporting techniques
Demonstrated understanding of Cloud Solution and APIs
Practical experience of enterprise data warehouse architecture
ETL/ELT analysis, design, testing & development
Experience developing CI/CD Tools and Technologies including but not limited to:
Ruby
Scala
Java
Ansible
Hadoop ecosystem (Cloudera preferable but any variant - HortonWorks, HDI, MapR)
SQL, especially SQLDW

What can we offer you?

Dynamic, innovative and knowledgeable, our people are the brains behind amazing achievements such as keeping on top of the latest technology or masterminding the store of the future. And because they share the same vision, they take the time to pass on their knowledge, mentor you, and guide you in your career path.

Here you’ll have the opportunity to work with some of the best minds in the industry, people who are passionate about Telstra and technology, and who work together to achieve great things.

Not only will you be rewarded with a competitive salary package, but there are a range of lifestyle products and services that you can access, including options to purchase additional leave, volunteer leave and the list goes on.

Sounds like you?

A career with us will give you a platform to shape tomorrow through technology. For you, that means helping us to push the boundaries of what’s possible today, and in the future. It also gives you the opportunity to empower millions helping businesses grow, evolve and reach their potential.

At Telstra, you can thrive, your way. We foster new ideas, we embrace different ways of working and thinking, and we believe an inclusive and diverse team will lead us to innovate for the future.

We’re committed to building a diverse and inclusive workforce. To enable everyone to participate, we’ve developed an ‘All Roles Flex’ policy to consider flexible ways of working for every role. To learn more, visit our Telstra Careers Website: http://tel.st/allrolesflex"
431,https://www.glassdoor.co.in/partner/jobListing.htm?pos=104&ao=437149&s=58&guid=000001713fd86507a605972aad041f59&src=GD_JOB_AD&t=SR&extid=1&exst=&ist=L&ast=L&vt=w&slr=true&cs=1_2e5c6eb6&cb=1585914078623&jobListingId=3390174937,Data Engineer,THINKBUMBLEBEE ANALYTICS, – Maharashtra,"As an analytics company we are tasked with the role of making sense of the data that belongs to our client. A Data Engineer would need to work closely with our core team in architecting solutions that ensures the storage and retrieval of data, basis our varied client needs.

The Ask
Skills to work in a challenging, complex project environment
Naturally curious and passionate about consumer behaviour.
A high level of motivation, passion and high sense of ownership.
Excellent communication skills needed to manage an incredibly diverse slate of work, clients and team personalities.
Flexibility to work on multiple projects and deadline-driven, fast-paced environment.

Ability to work in ambiguity and manage chaos basis our varied client needs.

Qualifications
A successful history of manipulating, processing and extracting value from large disconnected datasets.
Working knowledge of message queuing, stream and batch processing.
Strong project management and organizational skills.
Experience supporting and working with cross-functional teams in a dynamic environment.
We are looking for a candidate with years of experience in a Data Engineer role, who has attained a Graduate degree in Computer Science, Statistics, Informatics, Information Systems or another quantitative field. Experience of the following software/tools would be needed:
Big data tools: Hadoop, Spark, Kafka, etc.
Relational SQL and NoSQL databases, including Postgres and Cassandra.
Any AWS cloud services: EC2, S3, Athena, Lambda, EMR, RDS, Redshift, Dynamo DB etc.
Any processing systems: Storm, Spark-Streaming, etc.
Any object-oriented/object function scripting languages: Python, Scala, Java etc.
Containerized applications like Dockers and Kubernetes: will be a plus.
Project Delivery skills
Assemble large, complex data sets that meet functional / non-functional business requirements.
Identify, design and implement internal process improvements: automating manual processes, optimizing data delivery,
re-designing infrastructure for greater scalability etc.
Build the infrastructure required for optimal extraction, transformation and loading of data from a wide variety of data sources.
Work with stakeholders including the Executive, Product, Data and/or Design teams to assist with data-related technical issues and support their data infrastructure needs.
Keep our data separated and secure across national boundaries through multiple data centers and AWS regions.
Create data tools for analytics and data science team members to assist them in building and optimizing our product into an innovative industry leader."
432,https://www.glassdoor.co.in/partner/jobListing.htm?pos=115&ao=437149&s=58&guid=000001713fd86507a605972aad041f59&src=GD_JOB_AD&t=SR&extid=1&exst=&ist=L&ast=L&vt=w&slr=true&cs=1_bb8bb4df&cb=1585914078633&jobListingId=3545467976,Senior Data Engineer,Postdot Technologies, – Bengaluru,"requirements
You have 3+ years of experience building data pipelines and/or integrations
You have worked with at least one data warehouse/data lake and understood the workings in depth
You have a knack to deep-dive into the use-cases of data, not just the technical aspects
description

Postman leads the way in the API-first universe. Postmanâ€™s API Development Environment is used by 8+ million developers and more than 300,000 companies to access 250+ million APIs every month.

We are looking for a Senior Data Engineer in Data Engineering team to help us build our next generation data tools including data scrapping, data discovery and data validation systems.

Responsibilities

Maintain the maturity of existing and new data pipelines. This involves taking decisions around prioritizing technical debts while building features.
Contribute to existing EL (extract & load) data pipelines while building new systems in parallel.
Contribute to information and data design across the organisation and become an integral part of data-driven design architecture.
Own and deliver high performing systems and contribute to decision making in system architectures.
benefits

We offer a competitive salary and excellent benefits. What you will also get to experience is a company that believes in autonomous small teams for maximum impact; that strives for organizational growth to align with that of the individual; that continuously and purposefully builds an inclusive culture where everyone is able to do and be the best version of themselves and where ideas are encouraged from anyone and everyone. We seek people who naturally demonstrate our values, who not only understand the challenge but can also solve this for the rest of the world. Be a part of something big."
433,https://www.glassdoor.co.in/partner/jobListing.htm?pos=125&ao=588939&s=58&guid=000001713fd86507a605972aad041f59&src=GD_JOB_AD&t=SR&extid=1&exst=&ist=L&ast=L&vt=w&slr=true&cs=1_7c800d77&cb=1585914078640&jobListingId=3459419523,"Data Engineer Manager, AAG Engineering",Bain & Company Inc, – Bengaluru,"Company Overview
Bain & Company is the management consulting firm that the world’s business leaders come to when they want results. Bain advises clients on strategy, operations, information technology, organization, private equity, digital transformation and strategy, and mergers and acquisition, developing practical insights that clients act on and transferring skills that make change stick. The firm aligns its incentives with clients by linking its fees to their results. Bain clients have outperformed the stock market 4 to 1. Founded in 1973, Bain has 57 offices in 36 countries, and its deep expertise and client roster cross every industry and economic sector.
Department Overview
Bain’s Advanced Analytics Group is a team of high-impact quantitative technology specialists who solve statistical, machine learning, and data engineering challenges that we encounter in client engagements. AAG team members hold advanced degrees in subjects ranging across statistics, mathematics, computer sciences, and other quantitative disciplines, and have backgrounds in a variety of fields including data science, marketing analytics, and academia.
Position Summary
You will solve cutting-edge problems for a variety of industries as a software engineer manager specializing in Data Engineering. As a member of a diverse engineering team, you will participate in the full engineering life cycle which includes designing, developing, optimizing, and deploying new machine learning solutions and infrastructure at the production scale of the world’s largest companies.

Core Responsibilities and Requirements
Lead and continue to build out a team of Data Engineers in the region
Establish and implement state-of-art data engineering standards, tools, and techniques across the team
Partner with Data Science, Machine Learning, and Platform Engineering teams to develop and deploy production quality code
Develop and champion modern Data Engineering concepts to technical audience and business stakeholders
Implement new and innovative deployment techniques, tooling, and infrastructure automation within Bain and our clients
Collaborate closely with and influence business consulting staff and leaders as part of multi-disciplinary teams to assess opportunities and develop data driven solutions for Bain clients across a variety of sectors
Collaborate with leaders of AAG’s other expertise tracks – Data Science, Marketing Science, Operations Research and Primary Research to ensure Bain and AAG are bringing the optimal combination of expertise to deliver results for our clients
Travel is required (~20%)
Essential Functions
% of time
Lead Bain’s AAG Engineering Data team in India
Develop the organizational design and career development for Data Engineers towards the execution of above strategy and vision
Lead recruiting and onboarding team members; directly manage 5 - 10 team members
Set standards and guidelines for team to develop re-usable common frameworks, model and components that address repeatable tasks and problem/data sets in specific industries or business functions
Co-lead the development and maintenance of AAG Engineering’s analytics infrastructure
Act as an ambassador and coach towards global teams at our clients and partners to raise their capabilities and ensure that our work is successfully deployed
Support building large-scale batch and real-time cloud based distributed data systems to provide low latency delivery of high-quality data.
Enable real time and batch processed machine learning solutions
Enable users to access and interact with their data by providing APIs, micro-services, and applications.
Translate business requirements into technical requirements and implementation details
Data lake, data warehouse, or data mart solutions.
Data models that are flexible, easy to understand, and enable data insights.
· Champion next generation data architecture strategies in data pipeline, analysis, and storage solutions.
60%
Develop infrastructure and deployment platform to enable production data science and machine learning engineering development
· Participate in the full software development life cycle including designing distributed systems, writing documentation and unit/integration tests, and conducting code reviews.
· Develop and improve infrastructure including CI/CD, microservice frameworks, distributed computing, and cloud infrastructure needed to support this platform.
· Design and develop frameworks to automate data ingestion, analysis, visualization, and integration of structured and unstructured data from a variety of data sources.
20%

Qualifications
Education
Degree level and area of specialization needed for the performance of this role’s Essential Functions
Required:
· Bachelor’s in Computer Science or a related technical field.
Preferred
· Masters in Computer Science or a related technical field.
Experience
Typical number of years/type of experience
Include the required number of years of overall experience as well as years of experience in a particular function (if applicable).
Required:
· 2+ years of experience managing data organizations of 5+ people
4+ years of experience programming with Python, Scala, C/C++, Java, C#, Go, or similar programming language.
4+ years of experience with SQL or NoSQL databases: PostgreSQL, SQL Server, Oracle, MySQL, Redis, MongoDB, Elasticsearch, Hive, HBase, Teradata, Cassandra, Amazon Redshift, Snowflake.
2+ years of experience working on public cloud environments (AWS, GCP, or Azure), and associated deep understanding of failover, high-availability, and high scalability.
2+ years of experience working with Docker containers.
Scaling and optimizing schema and performance tuning SQL and ETL pipelines in data lake and data warehouse environments.
Preferred
Knowledge, Skills, and Abilities
Include specialized background and key competencies needed to perform the role.
Required:
· Strong interpersonal and communication skills, including the ability to explain and discuss mathematical and machine learning technicalities with colleagues and clients from other disciplines
· Expert in SQL and one of the programming languages from previous experience
· Strong computer science fundaments in data structures, algorithms, automated testing, object-oriented programming, performance complexity, and implications of computer architecture on software performance.
· Data ingestion using one or more modern ETL compute and orchestration frameworks (e.g. Apache Airflow, Luigi, Spark, Apache Nifi, and Apache Beam).
Version control and git workflows
· Ability to collaborate with people at all levels and with multi-office/region teams
Preferred:
· Open source distributed computing and database frameworks such as Apache Flink, Ignite, Presto, Apex, Cassandra and HBase.
· Real-time steaming distributed data processing using Apache Flink, Storm, Amazon Kinesis, Kafka, Spark Streaming, or Apache Beam.
Deployment best practices using CI/CD tools and infrastructure as code (Jenkins, Docker, Kubernetes, and Terraform).
· Experience with administering and managing Kubernetes clusters (EKS, GCP, or AKS) and Helm.
· Agile development methodology
Bonus:
Engineering distributed systems and database internals (including handling consensus, availability, distributed query processing etc.).
Deploying end-to-end logging solutions such as the EFK stack.
Grafana dashboards.
Elements of the PyData ecosystem including Cython, Numpy, Numba, Pandas, and Dask.
Ind123"
434,https://www.glassdoor.co.in/partner/jobListing.htm?pos=108&ao=437149&s=58&guid=000001713fd86507a605972aad041f59&src=GD_JOB_AD&t=SR&extid=1&exst=&ist=L&ast=L&vt=w&slr=true&cs=1_a8e9d90e&cb=1585914078626&jobListingId=3545761834,Data Engineer,Collasys Global Services LLP, – India,"Job Description :
Keywords: Oracle, PL/SQL, ETL

Required Qualifications:
Â·Education: Bachelor''s Degree in technical field OR equivalent work experience
Â·3 to 8 years of experience with PL/SQL coding, specialized in Oracle
Â·Experience in data modeling, schema design and ETL development, preferably with Talend/Informatica.
Â·Ability to write automated test cases

Soft skills:
Â·Highly analytical, curious and creative.
Â·Takes ownership of responsibilities and follows through hand-offs to other groups.
Â·Ability to work creatively and flexibly, both independently and as part of a team.
Â·Strong communication skills at all levels of stakeholders (technical and non-technical).
Â·Enjoys a fast-paced environment and the opportunity to learn new skills.
Â·High-performing, motivated and goal-driven.
00-8.00 Years"
435,https://www.glassdoor.co.in/partner/jobListing.htm?pos=109&ao=437149&s=58&guid=000001713fd86507a605972aad041f59&src=GD_JOB_AD&t=SR&extid=1&exst=&ist=L&ast=L&vt=w&slr=true&cs=1_1c279ae1&cb=1585914078627&jobListingId=3248935793,Data Engineer,Fine Jobs, – Andhra Pradesh,"Mentor or coach for scrum teams Expert into Agile Scrum principals, Task meeting/Retrospective Proven in Relative estimation, Story-based development Proficient in leading Iteration/sprint planning meeting, Conflict Resolution Strong into Business Analysis planning and monitoring, Enterprise Analysis, Requirement management and communication Provide objective guidance without personal or political considerations Experienced in implementing agile techniques in different cultures and environments You will come with... Focus on people and Improvement by providing team a platform for improvement not only during the retro but all the time. Create a safe environment for healthy conflict and meaningful collaboration. Experience to provide training to the team on the agile methodologies Implement the winning strategy according as per the ground conditions. Agile processes in each sprint at user story level as per the Definition of Done (DoD). Successfully run agile projects of varying size and complexity Identify project risks and raise them dedicatedly Agile process during the project execution; (on the ground to answer all the questions immediately).
Salary Negotiable
Industry IT Software
SubIndustry Software Development
Functional Area IT Software Development
Specialization IT/Technical Content Developer
Role Executive / Officer Level
Keyskills
filenetAsp.NetSQL
Desired Candidate Profile
Required Technical and Professional Expertise The candidate should have good experience in the FileNet Platforms (4.5, 5.1, 5.2 & 5.5 etc) with experience in IBM Case Manager IBM Content Manager tools. The candidate should have good experience in scripting on Filenet using scripting languages such as Ansible, bash script etc. Should have experience in Filenet upgrade activities. Should be proficient in designing, developing and supporting application solutions using FileNet Content Management. FileNet Content Management addresses steps for developing a content strategy for an application with content ass
Education
Highest Qualification Any Post Graduate
Graduation Any Graduate"
436,https://www.glassdoor.co.in/partner/jobListing.htm?pos=129&ao=437149&s=58&guid=000001713fd86507a605972aad041f59&src=GD_JOB_AD&t=SR&extid=1&exst=&ist=L&ast=L&vt=w&slr=true&cs=1_e6cdd4af&cb=1585914078644&jobListingId=3545660023,Senior Software Engineer/Lead Data Engineer,Photon, – Chennai,"Senior Software Engineer/Lead Data Engineer - (006961)
Description

Vertica DBA

Qualifications

B.E/B.Tech Or Equivalent

Primary Location: IN-TN-Chennai
Job: Development
Organization: Unit-10-DLFBLK5-Chennai
Schedule: Regular
Shift: Standard
Employee Status: Team Leader
Job Type: Full-time
Job Level: Day Job
Travel: Yes, 15 % of the Time
Job Posting: Apr 2, 2020, 7:00:05 AM"
